timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/04/11 23:50:15.866, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:50:20.868, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:50:25.869, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:50:30.870, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:50:35.871, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:50:40.873, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:50:45.874, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:50:50.875, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:50:55.877, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:51:00.878, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 0 MiB, 32768 MiB
2026/04/11 23:51:05.880, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 4 MiB, 32768 MiB
2026/04/11 23:51:10.881, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 4 MiB, 32768 MiB
2026/04/11 23:51:15.882, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 4 MiB, 32768 MiB
2026/04/11 23:51:20.883, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 4 MiB, 32768 MiB
2026/04/11 23:51:25.884, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 4 MiB, 32768 MiB
2026/04/11 23:51:30.885, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 4 MiB, 32768 MiB
2026/04/11 23:51:35.886, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 4 MiB, 32768 MiB
2026/04/11 23:51:40.887, 0, Tesla V100-SXM2-32GB, 0 %, 0 %, 4 MiB, 32768 MiB
2026/04/11 23:51:45.888, 0, Tesla V100-SXM2-32GB, 15 %, 1 %, 15758 MiB, 32768 MiB
